	CARD Sequence ID	RGI v5.2.1 with v3.2.4 symbol	RGI v5.2.1 with v3.2.4 accession	RGI v5.2.1 with v3.2.4 drug class	AMRFinderPlus v3.10.40 with 2022-08-09.1 symbol	AMRFinderPlus v3.10.40 with 2022-08-09.1 accession	AMRFinderPlus v3.10.40 with 2022-08-09.1 drug class	NCBI Family
801	OXA-823	OXA-823	WP_136512103.1	carbapenem/cephalosporin/penam	OXA-823	WP_136512103.1	beta-lactam	OXA-10 family class D beta-lactamase
802	OXA-824	OXA-824	WP_136512104.1	carbapenem/cephalosporin/penam	OXA-824	WP_136512104.1	beta-lactam	OXA-10 family class D beta-lactamase
803	OXA-826	OXA-826	WP_140423319.1	carbapenem/cephalosporin/penam	OXA-826	WP_140423319.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
804	OXA-827	OXA-827	WP_140423320.1	carbapenem/cephalosporin/penam	OXA-827	WP_140423320.1	beta-lactam	OXA-10 family class D beta-lactamase
805	OXA-828	OXA-828	WP_140423321.1	carbapenem/cephalosporin/penam	OXA-828	WP_140423321.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
806	OXA-829	OXA-829	WP_140423322.1	carbapenem/cephalosporin/penam	OXA-829	WP_140423322.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
807	OXA-830	OXA-830	WP_152315468.1	carbapenem/cephalosporin/penam	OXA-830	WP_152315468.1	beta-lactam	extended-spectrum class D beta-lactamase
808	OXA-831	OXA-831	WP_140423323.1	carbapenem/cephalosporin/penam	OXA-831	WP_140423323.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
809	OXA-832	OXA-832	WP_086264536.1	carbapenem/cephalosporin/penam	OXA-832	WP_086264536.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
810	OXA-833	OXA-833	WP_140423324.1	carbapenem/cephalosporin/penam	OXA-833	WP_140423324.1	beta-lactam	OXA-48 family class D beta-lactamase
811	OXA-834	OXA-834	WP_125052736.1	carbapenem/cephalosporin/penam	OXA-834	WP_125052736.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
812	OXA-836	OXA-836	WP_148044423.1	carbapenem/cephalosporin/penam	OXA-836	WP_148044423.1	beta-lactam	OXA-10 family class D beta-lactamase
813	OXA-839	OXA-839	WP_150823471.1	carbapenem/cephalosporin/penam	OXA-839	WP_150823471.1	beta-lactam	OXA-114 family class D beta-lactamase
814	OXA-840	OXA-840	WP_150823472.1	carbapenem/cephalosporin/penam	OXA-840	WP_150823472.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
815	OXA-841	OXA-841	WP_150823473.1	carbapenem/cephalosporin/penam	OXA-841	WP_150823473.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
816	OXA-842	OXA-842	WP_087088911.1	carbapenem/cephalosporin/penam	OXA-842	WP_087088911.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
817	OXA-843	OXA-843	WP_150823474.1	carbapenem/cephalosporin/penam	OXA-843	WP_150823474.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
818	OXA-844	OXA-844	WP_150823475.1	carbapenem/cephalosporin/penam	OXA-844	WP_150823475.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
819	OXA-845	OXA-845	WP_150823476.1	carbapenem/cephalosporin/penam	OXA-845	WP_150823476.1	beta-lactam	OXA-214 family carbapenem-hydrolyzing class D beta-lactamase
820	OXA-847	OXA-847	WP_010793618.1	carbapenem/cephalosporin/penam	OXA-847	WP_010793618.1	beta-lactam	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
821	OXA-848	OXA-848	WP_019485147.1	carbapenem/cephalosporin/penam	OXA-848	WP_019485147.1	beta-lactam	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
822	OXA-849	OXA-849	WP_150823477.1	carbapenem/cephalosporin/penam	OXA-849	WP_150823477.1	beta-lactam	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
823	OXA-851	OXA-851	WP_014603442.1	carbapenem/cephalosporin/penam	OXA-851	WP_014603442.1	beta-lactam	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
824	OXA-852	OXA-852	WP_152315469.1	carbapenem/cephalosporin/penam	OXA-852	WP_152315469.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
825	OXA-853	OXA-853	WP_114252036.1	carbapenem/cephalosporin/penam	OXA-853	WP_114252036.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
826	OXA-854	OXA-854	WP_114158997.1	carbapenem/cephalosporin/penam	OXA-854	WP_114158997.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
827	OXA-855	OXA-855	WP_032061328.1	carbapenem/cephalosporin/penam	OXA-855	WP_032061328.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
828	OXA-856	OXA-856	WP_001021774.1	carbapenem/cephalosporin/penam	OXA-856	WP_001021774.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
829	OXA-857	OXA-857	WP_152315470.1	carbapenem/cephalosporin/penam	OXA-857	WP_152315470.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
830	OXA-858	OXA-858	WP_152315471.1	carbapenem/cephalosporin/penam	OXA-858	WP_152315471.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
831	OXA-859	OXA-859	WP_152315472.1	carbapenem/cephalosporin/penam	OXA-859	WP_152315472.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
832	OXA-860	OXA-860	WP_152315473.1	carbapenem/cephalosporin/penam	OXA-860	WP_152315473.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
833	OXA-861	OXA-861	WP_152315474.1	carbapenem/cephalosporin/penam	OXA-861	WP_152315474.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
834	OXA-862	OXA-862	WP_152315475.1	carbapenem/cephalosporin/penam	OXA-862	WP_152315475.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
835	OXA-863	OXA-863	WP_152315476.1	carbapenem/cephalosporin/penam	OXA-863	WP_152315476.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
836	OXA-864	OXA-864	WP_152315477.1	carbapenem/cephalosporin/penam	OXA-864	WP_152315477.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
837	OXA-865	OXA-865	WP_152315478.1	carbapenem/cephalosporin/penam	OXA-865	WP_152315478.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
838	OXA-866	OXA-866	WP_152315479.1	carbapenem/cephalosporin/penam	OXA-866	WP_152315479.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
839	OXA-867	OXA-867	WP_152315480.1	carbapenem/cephalosporin/penam	OXA-867	WP_152315480.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
840	OXA-868	OXA-868	WP_152315481.1	carbapenem/cephalosporin/penam	OXA-868	WP_152315481.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
841	OXA-869	OXA-869	WP_152315482.1	carbapenem/cephalosporin/penam	OXA-869	WP_152315482.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
842	OXA-870	OXA-870	WP_152315483.1	carbapenem/cephalosporin/penam	OXA-870	WP_152315483.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
843	OXA-871	OXA-871	WP_152315484.1	carbapenem/cephalosporin/penam	OXA-871	WP_152315484.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
844	OXA-872	OXA-872	WP_152315485.1	carbapenem/cephalosporin/penam	OXA-872	WP_152315485.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
845	OXA-873	OXA-873	WP_152315486.1	carbapenem/cephalosporin/penam	OXA-873	WP_152315486.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
846	OXA-874	OXA-874	WP_152315487.1	carbapenem/cephalosporin/penam	OXA-874	WP_152315487.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
847	OXA-875	OXA-875	WP_152315488.1	carbapenem/cephalosporin/penam	OXA-875	WP_152315488.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
848	OXA-876	OXA-876	WP_152315489.1	carbapenem/cephalosporin/penam	OXA-876	WP_152315489.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
849	OXA-877	OXA-877	WP_152315490.1	carbapenem/cephalosporin/penam	OXA-877	WP_152315490.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
850	OXA-878	OXA-878	WP_152315491.1	carbapenem/cephalosporin/penam	OXA-878	WP_152315491.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
851	OXA-879	OXA-879	WP_152315492.1	carbapenem/cephalosporin/penam	OXA-879	WP_152315492.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
852	OXA-880	OXA-880	WP_152315493.1	carbapenem/cephalosporin/penam	OXA-880	WP_152315493.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
853	OXA-881	OXA-881	WP_152315494.1	carbapenem/cephalosporin/penam	OXA-881	WP_152315494.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
854	OXA-882	OXA-882	WP_152315495.1	carbapenem/cephalosporin/penam	OXA-882	WP_152315495.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
855	OXA-883	OXA-883	WP_152315496.1	carbapenem/cephalosporin/penam	OXA-883	WP_152315496.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
856	OXA-884	OXA-884	WP_152315497.1	carbapenem/cephalosporin/penam	OXA-884	WP_152315497.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
857	OXA-885	OXA-885	WP_152315498.1	carbapenem/cephalosporin/penam	OXA-885	WP_152315498.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
858	OXA-886	OXA-886	WP_152315499.1	carbapenem/cephalosporin/penam	OXA-886	WP_152315499.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
859	OXA-887	OXA-887	WP_152315500.1	carbapenem/cephalosporin/penam	OXA-887	WP_152315500.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
860	OXA-888	OXA-888	WP_152315501.1	carbapenem/cephalosporin/penam	OXA-888	WP_152315501.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
861	OXA-889	OXA-889	WP_152315502.1	carbapenem/cephalosporin/penam	OXA-889	WP_152315502.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
862	OXA-890	OXA-890	WP_152315503.1	carbapenem/cephalosporin/penam	OXA-890	WP_152315503.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
863	OXA-891	OXA-891	WP_152315504.1	carbapenem/cephalosporin/penam	OXA-891	WP_152315504.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
864	OXA-892	OXA-892	WP_152315505.1	carbapenem/cephalosporin/penam	OXA-892	WP_152315505.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
865	OXA-893	OXA-893	WP_194293137.1	carbapenem/cephalosporin/penam	OXA-893	WP_194293137.1	carbapenem	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
866	OXA-894	OXA-894	WP_144376393.1	carbapenem/cephalosporin/penam	OXA-894	WP_144376393.1	beta-lactam	OXA-48 family class D beta-lactamase
867	OXA-896	OXA-896	WP_156404658.1	carbapenem/cephalosporin/penam	OXA-896	WP_156404658.1	beta-lactam	OXA-9 family oxacillin-hydrolyzing class D beta-lactamase
868	OXA-900	OXA-900	WP_178317675.1	carbapenem/cephalosporin/penam	OXA-900	WP_178317675.1	carbapenem	carbapenem-hydrolyzing class D beta-lactamase
869	OXA-901	OXA-901	WP_031757092.1	carbapenem/cephalosporin/penam	OXA-901	WP_031757092.1	beta-lactam	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
870	OXA-902	OXA-902	WP_024916334.1	carbapenem/cephalosporin/penam	OXA-902	WP_024916334.1	beta-lactam	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
871	OXA-903	OXA-903	WP_164461291.1	carbapenem/cephalosporin/penam	OXA-903	WP_164461291.1	beta-lactam	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
872	OXA-904	OXA-904	WP_003122322.1	carbapenem/cephalosporin/penam	OXA-904	WP_003122322.1	beta-lactam	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
873	OXA-905	OXA-905	WP_003161096.1	carbapenem/cephalosporin/penam	OXA-905	WP_003161096.1	beta-lactam	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
874	OXA-907	OXA-907	WP_164461292.1	carbapenem/cephalosporin/penam	OXA-907	WP_164461292.1	beta-lactam	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
875	OXA-908	OXA-908	WP_031694184.1	carbapenem/cephalosporin/penam	OXA-908	WP_031694184.1	beta-lactam	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
876	OXA-909	OXA-909	WP_162278338.1	carbapenem/cephalosporin/penam	OXA-909	WP_162278338.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
877	OXA-910	OXA-910	WP_162280230.1	carbapenem/cephalosporin/penam	OXA-910	WP_162280230.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
878	OXA-911	OXA-911	WP_168247884.1	carbapenem/cephalosporin/penam	OXA-911	WP_168247884.1	carbapenem	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
879	OXA-912	OXA-912	WP_040068451.1	carbapenem/cephalosporin/penam	OXA-912	WP_040068451.1	beta-lactam	OXA-12 family class D beta-lactamase
880	OXA-913	OXA-913	WP_031691948.1	carbapenem/cephalosporin/penam	OXA-913	WP_031691948.1	beta-lactam	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
881	OXA-914	OXA-914	WP_023132404.1	carbapenem/cephalosporin/penam	OXA-914	WP_023132404.1	beta-lactam	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
882	OXA-916	OXA-916	WP_171476790.1	carbapenem/cephalosporin/penam	OXA-916	WP_171476790.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
883	OXA-917	OXA-917	WP_161507793.1	carbapenem/cephalosporin/penam	OXA-917	WP_161507793.1	carbapenem	OXA-427 family carbapenem-hydrolyzing class D beta-lactamase
884	OXA-918	OXA-918	WP_179284333.1	carbapenem/cephalosporin/penam	OXA-918	WP_179284333.1	beta-lactam	OXA-48 family class D beta-lactamase
885	OXA-919	OXA-919	WP_007879679.1	carbapenem/cephalosporin/penam	OXA-919	WP_007879679.1	beta-lactam	class D beta-lactamase
886	OXA-920	OXA-920	WP_179284336.1	carbapenem/cephalosporin/penam	OXA-920	WP_179284336.1	beta-lactam	OXA-48 family class D beta-lactamase
887	OXA-921	OXA-921	WP_179284339.1	carbapenem/cephalosporin/penam	OXA-921	WP_179284339.1	beta-lactam	OXA-1 family class D beta-lactamase
888	OXA-922	OXA-922	WP_188331876.1	carbapenem/cephalosporin/penam	OXA-922	WP_188331876.1	beta-lactam	OXA-48 family class D beta-lactamase
889	OXA-923	OXA-923	WP_179284342.1	carbapenem/cephalosporin/penam	OXA-923	WP_179284342.1	beta-lactam	OXA-48 family class D beta-lactamase
890	OXA-924	OXA-924	WP_179284345.1	carbapenem/cephalosporin/penam	OXA-924	WP_179284345.1	beta-lactam	OXA-48 family class D beta-lactamase
891	OXA-925	OXA-925	WP_100507493.1	carbapenem/cephalosporin/penam	OXA-925	WP_100507493.1	beta-lactam	class D beta-lactamase
892	OXA-927	OXA-927	WP_047480628.1	carbapenem/cephalosporin/penam	OXA-927	WP_047480628.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
893	OXA-928	OXA-928	WP_188331877.1	carbapenem/cephalosporin/penam	OXA-928	WP_188331877.1	beta-lactam	OXA-10 family class D beta-lactamase
894	OXA-929	OXA-929	WP_188331878.1	carbapenem/cephalosporin/penam	OXA-929	WP_188331878.1	beta-lactam	OXA-48 family class D beta-lactamase
895	OXA-932	OXA-932	WP_121331722.1	carbapenem/cephalosporin/penam	OXA-932	WP_121331722.1	beta-lactam	OXA-10 family class D beta-lactamase
896	OXA-935	OXA-935	WP_141989064.1	carbapenem/cephalosporin/penam	OXA-935	WP_141989064.1	cephalosporin	OXA-10 family extended-spectrum class D beta-lactamase
897	OXA-937	OXA-937	WP_034081711.1	carbapenem/cephalosporin/penam	OXA-937	WP_034081711.1	beta-lactam	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
898	OXA-938	OXA-938	WP_086263559.1	carbapenem/cephalosporin/penam	OXA-938	WP_086263559.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
899	OXA-939	OXA-939	WP_086261538.1	carbapenem/cephalosporin/penam	OXA-939	WP_086261538.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
900	OXA-940	OXA-940	WP_086442870.1	carbapenem/cephalosporin/penam	OXA-940	WP_086442870.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
901	OXA-941	OXA-941	WP_086395021.1	carbapenem/cephalosporin/penam	OXA-941	WP_086395021.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
902	OXA-942	OXA-942	WP_078225401.1	carbapenem/cephalosporin/penam	OXA-942	WP_078225401.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
903	OXA-943	OXA-943	WP_086398931.1	carbapenem/cephalosporin/penam	OXA-943	WP_086398931.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
904	OXA-945	OXA-945	WP_204376235.1	carbapenem/cephalosporin/penam	OXA-945	WP_204376235.1	beta-lactam	OXA-143 family carbapenem-hydrolyzing class D beta-lactamase
905	OXA-946	OXA-946	WP_204376236.1	carbapenem/cephalosporin/penam	OXA-946	WP_204376236.1	carbapenem	OXA-679 family carbapenem-hydrolyzing class D beta-lactamase
906	OXA-947	OXA-947	WP_204376237.1	carbapenem/cephalosporin/penam	OXA-947	WP_204376237.1	carbapenem	OXA-679 family carbapenem-hydrolyzing class D beta-lactamase
907	OXA-948	OXA-948	WP_204376238.1	carbapenem/cephalosporin/penam	OXA-948	WP_204376238.1	carbapenem	OXA-679 family carbapenem-hydrolyzing class D beta-lactamase
908	OXA-949	OXA-949	WP_204376239.1	carbapenem/cephalosporin/penam	OXA-949	WP_204376239.1	carbapenem	OXA-679 family carbapenem-hydrolyzing class D beta-lactamase
909	OXA-289	OXA-289	WP_081400730.1	carbapenem/cephalosporin/penam	OXA-289	WP_081400730.1	beta-lactam	class D beta-lactamase
910	OXA-290	OXA-290	ENU29139.1	carbapenem/cephalosporin/penam	OXA	WP_081398973.1	beta-lactam	class D beta-lactamase
911	OXA-647	OXA-647	WP_140423315.1	carbapenem/cephalosporin/penam	OXA-647	WP_140423315.1	carbapenem	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase
