	NCBI Sequence ID	NCBI Sequence Accession	AMRFinderPlus v3.10.40 with 2022-08-09.1 symbol	AMRFinderPlus v3.10.40 with 2022-08-09.1 accession	AMRFinderPlus v3.10.40 with 2022-08-09.1 drug class	RGI v5.2.1 with v3.2.4 symbol	RGI v5.2.1 with v3.2.4 accession	RGI v5.2.1 with v3.2.4 drug class
998	OXA-1033	WP_033937969.1	OXA-1033	WP_033937969.1	beta-lactam	OXA-937	WP_034081711.1	carbapenem/cephalosporin/penam
999	OXA-485	WP_033954903.1	OXA-485	WP_033954903.1	beta-lactam	OXA-485	KSG40284.1	carbapenem/cephalosporin/penam
1000	OXA-1125	WP_033955867.1	OXA-1125	WP_033955867.1	beta-lactam	OXA-903	WP_164461291.1	carbapenem/cephalosporin/penam
1001	OXA-1133	WP_033968246.1	OXA-1133	WP_033968246.1	beta-lactam	OXA-914	WP_023132404.1	carbapenem/cephalosporin/penam
1002	OXA-1135	WP_033978625.1	OXA-1135	WP_033978625.1	beta-lactam	OXA-50	AAQ76277.1	carbapenem/cephalosporin/penam
1003	OXA-846	WP_033989974.1	OXA-846	WP_033989974.1	beta-lactam	OXA-846	QEJ80883.1	carbapenem/cephalosporin/penam
1004	OXA-906	WP_034005326.1	OXA-906	WP_034005326.1	beta-lactam	OXA-906	QIC04089.1	carbapenem/cephalosporin/penam
1005	OXA-850	WP_034006563.1	OXA-850	WP_034006563.1	beta-lactam	OXA-850	QEJ80887.1	carbapenem/cephalosporin/penam
1006	OXA-1025	WP_034025854.1	OXA-1025	WP_034025854.1	beta-lactam	OXA-494	WP_003118452.1	carbapenem/cephalosporin/penam
1007	OXA-1022	WP_034027761.1	OXA-1022	WP_034027761.1	beta-lactam	OXA-395	WP_015649877.1	carbapenem/cephalosporin/penam
1008	OXA-415	WP_034033256.1	OXA-415	WP_034033256.1	beta-lactam	OXA-415	AIG94927.1	carbapenem/cephalosporin/penam
1009	OXA-1023	WP_034033411.1	OXA-1023	WP_034033411.1	beta-lactam	OXA-908	WP_031694184.1	carbapenem/cephalosporin/penam
1010	OXA-937	WP_034081711.1	OXA-937	WP_034081711.1	beta-lactam	OXA-937	WP_034081711.1	carbapenem/cephalosporin/penam
1011	OXA-668	WP_034612711.1	OXA-668	WP_034612711.1	carbapenem	OXA-668	KEC85091.1	carbapenem/cephalosporin/penam
1012	OXA-818	WP_034670108.1	OXA-818	WP_034670108.1	carbapenem	OXA-818	QBQ03043.1	carbapenem/cephalosporin/penam
1013	OXA-812	WP_034688190.1	OXA-812	WP_034688190.1	carbapenem	OXA-812	QBQ03037.1	carbapenem/cephalosporin/penam
1014	OXA-1039	WP_037414505.1	OXA-1039	WP_037414505.1	beta-lactam	OXA-48	AAP70012.1	carbapenem/cephalosporin/penam
1015	OXA-252	WP_037428895.1	OXA-252	WP_037428895.1	carbapenem	OXA-252	ASF15667.1	carbapenem/cephalosporin/penam
1016	OXA-424	WP_038348285.1	OXA-424	WP_038348285.1	carbapenem	OXA-424	AJA32742.1	carbapenem/cephalosporin/penam
1017	OXA-426	WP_038348482.1	OXA-426	WP_038348482.1	carbapenem	OXA-426	AJA32744.1	carbapenem/cephalosporin/penam
1018	OXA-425	WP_038348957.1	OXA-425	WP_038348957.1	carbapenem	OXA-425	AJA32743.1	carbapenem/cephalosporin/penam
1019	OXA-234	WP_038350216.1	OXA-234	WP_038350216.1	carbapenem	OXA-234	WP_038350216.1	carbapenem/cephalosporin/penam
1020	OXA-461	WP_038813458.1	OXA-461	WP_038813458.1	beta-lactam	OXA-461	AKI29921.1	carbapenem/cephalosporin/penam
1021	OXA-453	WP_038851696.1	OXA-453	WP_038851696.1	beta-lactam	OXA-453	AKI29919.1	carbapenem/cephalosporin/penam
1022	OXA-172	WP_039099030.1	OXA-172	WP_039099030.1	carbapenem	OXA-172	ADI58616.1	carbapenem/cephalosporin/penam
1023	OXA-407	WP_039208445.1	OXA-407	WP_039208445.1	carbapenem	OXA-407	AJD07403.1	carbapenem/cephalosporin/penam
1024	OXA-646	WP_039902635.1	OXA-646	WP_039902635.1	carbapenem	OXA-646	WP_039902635.1	carbapenem/cephalosporin/penam
1025	OXA-912	WP_040068451.1	OXA-912	WP_040068451.1	beta-lactam	OXA-912	WP_040068451.1	carbapenem/cephalosporin/penam
1026	OXA-1001	WP_042088348.1	OXA-1001	WP_042088348.1	beta-lactam	OXA-355	AGW83453.1	carbapenem/cephalosporin/penam
1027	OXA-450	WP_042962442.1	OXA-450	WP_042962442.1	beta-lactam	OXA-450	AKI29914.1	carbapenem/cephalosporin/penam
1028	OXA-232	WP_043907054.1	OXA-232	WP_043907054.1	carbapenem	OXA-232	AGD91915.1	carbapenem/cephalosporin/penam
1029	OXA-594	WP_044600959.1	OXA-594	WP_044600959.1	beta-lactam	OXA-594	WP_044600959.1	carbapenem/cephalosporin/penam
1030	OXA-638	WP_044779552.1	OXA-638	WP_044779552.1	beta-lactam	OXA-638	WP_044779552.1	carbapenem/cephalosporin/penam
1031	OXA-443	WP_045219048.1	OXA-443	WP_045219048.1	beta-lactam	OXA-443	PLT17746.1	carbapenem/cephalosporin/penam
1032	OXA-444	WP_045219469.1	OXA-444	WP_045219469.1	carbapenem	OXA-444	BAQ55594.1	carbapenem/cephalosporin/penam
1033	OXA-107	WP_046661070.1	OXA-107	WP_046661070.1	carbapenem	OXA-107	ABV31687.1	carbapenem/cephalosporin/penam
1034	OXA-1045	WP_046811527.1	OXA-1045	WP_046811527.1	beta-lactam	OXA-533	WP_068611377.1	carbapenem/cephalosporin/penam
1035	OXA-464	WP_046991607.1	OXA-464	WP_046991607.1	beta-lactam	OXA-464	ANW35663.1	carbapenem/cephalosporin/penam
1036	OXA-927	WP_047480628.1	OXA-927	WP_047480628.1	beta-lactam	OXA-927	WP_047480628.1	carbapenem/cephalosporin/penam
1037	OXA-153	WP_048627819.1	OXA-153	WP_048627819.1	carbapenem	OXA-153	CFB60580.1	carbapenem/cephalosporin/penam
1038	OXA-151	WP_048806429.1	OXA-151	WP_048806429.1	carbapenem	OXA-151	SUA76968.1	carbapenem/cephalosporin/penam
1039	OXA-360	WP_048880934.1	OXA-360	WP_048880934.1	carbapenem	OXA-360	AGZ83156.1	carbapenem/cephalosporin/penam
1040	OXA-953	WP_049044515.1	OXA-953	WP_049044515.1	beta-lactam	OXA-355	AGW83453.1	carbapenem/cephalosporin/penam
1041	OXA-114e	WP_049058560.1	OXA-114e	WP_049058560.1	beta-lactam	OXA-114e	WP_049058560.1	carbapenem/cephalosporin/penam
1042	OXA-111	WP_049068184.1	OXA-111	WP_049068184.1	carbapenem	OXA-111	ABV31691.1	carbapenem/cephalosporin/penam
1043	OXA-1014	WP_049291121.1	OXA-1014	WP_049291121.1	beta-lactam	OXA-395	WP_015649877.1	carbapenem/cephalosporin/penam
1044	OXA-144	WP_049581961.1	OXA-144	WP_049581961.1	carbapenem	OXA-144	ACY56711.1	carbapenem/cephalosporin/penam
1045	OXA-780	WP_049637206.1	OXA-780	WP_049637206.1	beta-lactam	OXA-780	WP_049637206.1	carbapenem/cephalosporin/penam
1046	OXA-1090	WP_051601260.1	OXA-1090	WP_051601260.1	carbapenem			
1047	OXA-962	WP_052248074.1	OXA-962	WP_052248074.1	beta-lactam	OXA-729	WP_114699266.1	carbapenem/cephalosporin/penam
1048	OXA-156	WP_052266736.1	OXA-156	WP_052266736.1	carbapenem	OXA-156	SUA92210.1	carbapenem/cephalosporin/penam
1049	OXA-583	WP_052781249.1	OXA-583	WP_052781249.1	beta-lactam	OXA-583	WP_052781249.1	carbapenem/cephalosporin/penam
1050	OXA-611	WP_052788483.1	OXA-611	WP_052788483.1	beta-lactam	OXA-611	WP_052788483.1	carbapenem/cephalosporin/penam
1051	OXA-581	WP_052788887.1	OXA-581	WP_052788887.1	beta-lactam	OXA-581	WP_052788887.1	carbapenem/cephalosporin/penam
1052	OXA-465	WP_052793969.1	OXA-465	WP_052793969.1	beta-lactam	OXA-465	AKI29912.1	carbapenem/cephalosporin/penam
1053	OXA-625	WP_052794776.1	OXA-625	WP_052794776.1	beta-lactam	OXA-625	WP_052794776.1	carbapenem/cephalosporin/penam
1054	OXA-609	WP_052798312.1	OXA-609	WP_052798312.1	beta-lactam	OXA-609	WP_052798312.1	carbapenem/cephalosporin/penam
1055	OXA-597	WP_052800105.1	OXA-597	WP_052800105.1	beta-lactam	OXA-597	WP_052800105.1	carbapenem/cephalosporin/penam
1056	OXA-601	WP_052803794.1	OXA-601	WP_052803794.1	beta-lactam	OXA-601	WP_052803794.1	carbapenem/cephalosporin/penam
1057	OXA-451	WP_052805187.1	OXA-451	WP_052805187.1	beta-lactam	OXA-451	AKI29916.1	carbapenem/cephalosporin/penam
1058	OXA-637	WP_052858477.1	OXA-637	WP_052858477.1	beta-lactam	OXA-637	WP_052858477.1	carbapenem/cephalosporin/penam
1059	OXA-114h	WP_053498400.1	OXA-114h	WP_053498400.1	beta-lactam	OXA-114h	WP_053498400.1	carbapenem/cephalosporin/penam
1060	OXA-639	WP_053872444.1	OXA-639	WP_053872444.1	beta-lactam	OXA-639	WP_053872444.1	carbapenem/cephalosporin/penam
1061	OXA-603	WP_053921012.1	OXA-603	WP_053921012.1	beta-lactam	OXA-603	WP_053921012.1	carbapenem/cephalosporin/penam
1062	OXA-455	WP_054428802.1	OXA-455	WP_054428802.1	beta-lactam	OXA-455	ALC76097.1	carbapenem/cephalosporin/penam
1063	OXA-114j	WP_054437016.1	OXA-114j	WP_054437016.1	beta-lactam	OXA-114j	WP_054437016.1	carbapenem/cephalosporin/penam
1064	OXA-114c	WP_054448427.1	OXA-114c	WP_054448427.1	beta-lactam	OXA-114c	WP_054448427.1	carbapenem/cephalosporin/penam
1065	OXA-114m	WP_054471662.1	OXA-114m	WP_054471662.1	beta-lactam	OXA-114m	WP_054471662.1	carbapenem/cephalosporin/penam
1066	OXA-789	WP_054500785.1	OXA-789	WP_054500785.1	beta-lactam	OXA-789	WP_054500785.1	carbapenem/cephalosporin/penam
1067	OXA-114a	WP_054505840.1	OXA-114a	WP_054505840.1	beta-lactam	OXA-114a	ABX38721.1	carbapenem/cephalosporin/penam
1068	OXA-114l	WP_054517040.1	OXA-114l	WP_054517040.1	beta-lactam	OXA-114l	WP_054517040.1	carbapenem/cephalosporin/penam
1069	OXA-669	WP_056517622.1	OXA-669	WP_056517622.1	carbapenem	OXA-669	WP_056517622.1	carbapenem/cephalosporin/penam
1070	OXA-629	WP_057036510.1	OXA-629	WP_057036510.1	beta-lactam	OXA-629	WP_057036510.1	carbapenem/cephalosporin/penam
1071	OXA-83	WP_057046497.1	OXA-83	WP_057046497.1	carbapenem	OXA-83	ABC26007.1	carbapenem/cephalosporin/penam
1072	OXA-340	WP_057053864.1	OXA-340	WP_057053864.1	carbapenem	OXA-340	OTK94966.1	carbapenem/cephalosporin/penam
1073	OXA-821	WP_057061999.1	OXA-821	WP_057061999.1	beta-lactam	OXA-821	WP_057061999.1	carbapenem/cephalosporin/penam
1074	OXA-241	WP_057066208.1	OXA-241	WP_057066208.1	carbapenem	OXA-241	AFO55201.1	carbapenem/cephalosporin/penam
1075	OXA-417	WP_057089822.1	OXA-417	WP_057089822.1	carbapenem	OXA-417	AIU44173.1	carbapenem/cephalosporin/penam
1076	OXA-121	WP_057094079.1	OXA-121	WP_057094079.1	carbapenem	OXA-121	AGU69248.1	carbapenem/cephalosporin/penam
1077	OXA-1129	WP_057387633.1	OXA-1129	WP_057387633.1	beta-lactam	OXA-914	WP_023132404.1	carbapenem/cephalosporin/penam
1078	OXA-207	WP_057689930.1	OXA-207	WP_057689930.1	carbapenem	OXA-207	AFK28473.1	carbapenem/cephalosporin/penam
1079	OXA-1132	WP_058017838.1	OXA-1132	WP_058017838.1	beta-lactam	OXA-50	AAQ76277.1	carbapenem/cephalosporin/penam
1080	OXA-958	WP_058052637.1	OXA-958	WP_058052637.1	beta-lactam	OXA-912	WP_040068451.1	carbapenem/cephalosporin/penam
1081	OXA-497	WP_058061931.1	OXA-497	WP_058061931.1	carbapenem	OXA-497	WP_058061931.1	carbapenem/cephalosporin/penam
1082	OXA-543	WP_058132644.1	OXA-543	WP_058132644.1	cephalosporin	OXA-543	OPD39435.1	carbapenem/cephalosporin/penam
1083	OXA-1027	WP_058142895.1	OXA-1027	WP_058142895.1	beta-lactam	OXA-851	WP_014603442.1	carbapenem/cephalosporin/penam
1084	OXA-141	WP_058177653.1	OXA-141	WP_058177653.1	cephalosporin	OXA-141	ABQ15112.1	carbapenem/cephalosporin/penam
1085	OXA-1024	WP_058354753.1	OXA-1024	WP_058354753.1	beta-lactam	OXA-395	WP_015649877.1	carbapenem/cephalosporin/penam
1086	OXA-157	WP_058375744.1	OXA-157	WP_058375744.1	carbapenem	OXA-157	ALA99191.1	carbapenem/cephalosporin/penam
1087	OXA-436	WP_058842180.1	OXA-436	WP_058842180.1	carbapenem	OXA-436	ARX76025.1	carbapenem/cephalosporin/penam
1088	OXA-651	WP_058870660.1	OXA-651	WP_058870660.1	carbapenem	OXA-651	WP_058870660.1	carbapenem/cephalosporin/penam
1089	OXA-652	WP_058951457.1	OXA-652	WP_058951457.1	carbapenem	OXA-652	WP_058951457.1	carbapenem/cephalosporin/penam
1090	OXA-92	WP_059262713.1	OXA-92	WP_059262713.1	carbapenem	OXA-92	ABC61637.1	carbapenem/cephalosporin/penam
1091	OXA-162	WP_060613455.1	OXA-162	WP_060613455.1	carbapenem	OXA-162	ADG27454.1	carbapenem/cephalosporin/penam
