Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
gb|AKH90740.1|ARO:3001607|OXA-416	blaOXA-416	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-416	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	265	265	100.00	100.00	265	WP_063862782.1	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-416	NF000387.2	OXA-48 family class D beta-lactamase
gb|AKI29907.1|ARO:3003602|OXA-446	blaOXA-446	OXA-184 family class D beta-lactamase OXA-446	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	249	249	100.00	100.00	249	WP_063864084.1	OXA-184 family class D beta-lactamase OXA-446	NF000461.2	OXA-184 family class D beta-lactamase
gb|AKI29908.1|ARO:3003603|OXA-447	blaOXA-447	OXA-184 family class D beta-lactamase OXA-447	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_002934081.1	OXA-184 family class D beta-lactamase OXA-447	NF000461.2	OXA-184 family class D beta-lactamase
gb|AKI29909.1|ARO:3003604|OXA-448	blaOXA-448	OXA-184 family class D beta-lactamase OXA-448	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	248	248	100.00	100.00	248	WP_063864085.1	OXA-184 family class D beta-lactamase OXA-448	NF000461.2	OXA-184 family class D beta-lactamase
gb|AKI29910.1|ARO:3003605|OXA-449	blaOXA-449	OXA-184 family class D beta-lactamase OXA-449	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	249	249	100.00	100.00	249	WP_002893358.1	OXA-184 family class D beta-lactamase OXA-449	NF000461.2	OXA-184 family class D beta-lactamase
gb|AKI29912.1|ARO:3003621|OXA-465	blaOXA-465	OXA-184 family class D beta-lactamase OXA-465	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	248	248	100.00	100.00	248	WP_052793969.1	OXA-184 family class D beta-lactamase OXA-465	NF000461.2	OXA-184 family class D beta-lactamase
gb|AKI29913.1|ARO:3003622|OXA-466	blaOXA-466	OXA-184 family class D beta-lactamase OXA-466	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	248	248	100.00	100.00	248	WP_063864091.1	OXA-184 family class D beta-lactamase OXA-466	NF000461.2	OXA-184 family class D beta-lactamase
gb|AKI29914.1|ARO:3003606|OXA-450	blaOXA-450	OXA-61 family class D beta-lactamase OXA-450	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_042962442.1	OXA-61 family class D beta-lactamase OXA-450	NF000435.2	OXA-61 family class D beta-lactamase
gb|AKI29916.1|ARO:3003607|OXA-451	blaOXA-451	OXA-61 family class D beta-lactamase OXA-451	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_052805187.1	OXA-61 family class D beta-lactamase OXA-451	NF000435.2	OXA-61 family class D beta-lactamase
gb|AKI29917.1|ARO:3003608|OXA-452	blaOXA-452	OXA-61 family class D beta-lactamase OXA-452	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_020836977.1	OXA-61 family class D beta-lactamase OXA-452	NF000435.2	OXA-61 family class D beta-lactamase
gb|AKI29919.1|ARO:3003609|OXA-453	blaOXA-453	OXA-61 family class D beta-lactamase OXA-453	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_038851696.1	OXA-61 family class D beta-lactamase OXA-453	NF000435.2	OXA-61 family class D beta-lactamase
gb|AKI29921.1|ARO:3003617|OXA-461	blaOXA-461	OXA-61 family class D beta-lactamase OXA-461	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	253	253	100.00	100.00	253	WP_038813458.1	OXA-61 family class D beta-lactamase OXA-461	NF000435.2	OXA-61 family class D beta-lactamase
gb|AKL59521.1|ARO:3003594|OXA-438	blaOXA-438	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-438	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	263	263	100.00	100.00	263	WP_063864080.1	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-438	NF000387.2	OXA-48 family class D beta-lactamase
gb|AKL59536.1|ARO:3003593|OXA-437	blaOXA-437	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-437	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	275	275	100.00	100.00	275	WP_063864079.1	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-437	NF000434.2	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase
gb|AKR53961.1|ARO:3003595|OXA-439	blaOXA-439	OXA-48 family extended-spectrum class D beta-lactamase OXA-439	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	261	261	100.00	100.00	261	WP_063864081.1	OXA-48 family extended-spectrum class D beta-lactamase OXA-439	NF000387.2	OXA-48 family class D beta-lactamase
gb|AKR53962.1|ARO:3003596|OXA-440	blaOXA-440	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-440	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_063864082.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-440	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
gb|AKU37610.1|ARO:3003598|OXA-442	blaOXA-442	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-442	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063864083.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-442	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ALA99186.1|ARO:3001457|OXA-152	blaOXA-152	OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-152	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	285	285	100.00	100.00	285	WP_063861050.1	OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-152	NF000430.2	OXA-62 family carbapenem-hydrolyzing class D beta-lactamase
gb|ALA99189.1|ARO:3001460|OXA-155	blaOXA-155	OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-155	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	292	292	100.00	100.00	292	WP_063861067.1	OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-155	NF000430.2	OXA-62 family carbapenem-hydrolyzing class D beta-lactamase
gb|ALA99191.1|ARO:3001462|OXA-157	blaOXA-157	OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-157	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	285	285	100.00	100.00	285	WP_058375744.1	OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-157	NF000430.2	OXA-62 family carbapenem-hydrolyzing class D beta-lactamase
gb|ALA99192.1|ARO:3001463|OXA-158	blaOXA-158	OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-158	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	283	283	100.00	100.00	283	WP_063861081.1	OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-158	NF000430.2	OXA-62 family carbapenem-hydrolyzing class D beta-lactamase
gb|ALC76097.1|ARO:3003611|OXA-455	blaOXA-455	OXA-364 family class D beta-lactamase OXA-455	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_054428802.1	OXA-364 family class D beta-lactamase OXA-455	NF033815.0	OXA-364 family class D beta-lactamase
gb|ALC76098.1|ARO:3003613|OXA-457	blaOXA-457	class D beta-lactamase OXA-457	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_063864087.1	class D beta-lactamase OXA-457	NF000270.1	class D beta-lactamase
gb|ALC76100.1|ARO:3003614|OXA-458	blaOXA-458	class D beta-lactamase OXA-458	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_063864088.1	class D beta-lactamase OXA-458	NF000270.1	class D beta-lactamase
gb|ALC76101.1|ARO:3003615|OXA-459	blaOXA-459	class D beta-lactamase OXA-459	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_063864089.1	class D beta-lactamase OXA-459	NF000270.1	class D beta-lactamase
gb|ALC79285.1|ARO:3003626|OXA-470	blaOXA-470	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-470	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	269	269	100.00	100.00	269	WP_063864093.1	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-470	NF000429.2	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase
gb|ALC79286.1|ARO:3003627|OXA-471	blaOXA-471	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-471	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	269	269	100.00	100.00	269	WP_063864094.1	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-471	NF000429.2	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase
gb|ALC79287.1|ARO:3003628|OXA-472	blaOXA-472	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-472	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	268	268	100.00	100.00	268	WP_063864095.1	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-472	NF000429.2	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase
gb|ALC79288.1|ARO:3003629|OXA-473	blaOXA-473	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-473	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	269	269	100.00	100.00	269	WP_063864096.1	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-473	NF000429.2	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase
gb|ALC79289.1|ARO:3003631|OXA-474	blaOXA-474	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-474	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	269	269	100.00	100.00	269	WP_063864097.1	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-474	NF000429.2	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase
gb|ALC79290.1|ARO:3003632|OXA-475	blaOXA-475	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-475	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	269	269	100.00	100.00	269	WP_063864098.1	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-475	NF000429.2	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase
gb|ALC79291.1|ARO:3003633|OXA-476	blaOXA-476	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-476	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	269	269	100.00	100.00	269	WP_063864099.1	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-476	NF000429.2	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase
gb|ALC79292.1|ARO:3003634|OXA-477	blaOXA-477	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-477	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	269	269	100.00	100.00	269	WP_063864100.1	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-477	NF000429.2	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase
gb|ALC79293.1|ARO:3003635|OXA-478	blaOXA-478	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-478	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	269	269	100.00	100.00	269	WP_063864101.1	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-478	NF000429.2	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase
gb|ALC79294.1|ARO:3003636|OXA-479	blaOXA-479	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-479	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	269	269	100.00	100.00	269	WP_063864102.1	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-479	NF000429.2	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase
gb|ALI16502.1|ARO:3003641|OXA-484	blaOXA-484	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-484	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	265	265	100.00	100.00	265	WP_063864110.1	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-484	NF000387.2	OXA-48 family class D beta-lactamase
gb|ALL27283.1|ARO:3001452|OXA-140	blaOXA	OXA-1 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALP	235	276	85.14	100.00	235	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	NA	NA
gb|ALL53530.1|ARO:3003637|OXA-480	blaOXA-480	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-480	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063864106.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-480	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|AMB19637.1|ARO:3001555|OXA-368	blaOXA-368	OXA-10 family class D beta-lactamase OXA-368	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_099156044.1	OXA-10 family class D beta-lactamase OXA-368	NF000386.2	OXA-10 family class D beta-lactamase
gb|ANW35663.1|ARO:3003620|OXA-464	blaOXA-464	class D beta-lactamase OXA-464	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	253	253	100.00	100.00	253	WP_046991607.1	class D beta-lactamase OXA-464	NF012161.0	class D beta-lactamase
gb|AOQ26572.1|ARO:3004362|OXA-535	blaOXA-535	OXA-48 family class D beta-lactamase OXA-535	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	265	265	100.00	100.00	265	WP_089067012.1	OXA-48 family class D beta-lactamase OXA-535	NF000387.2	OXA-48 family class D beta-lactamase
gb|ARO85965.1|ARO:3003115|OXA-427	blaOXA-427	carbapenem-hydrolyzing class D beta-lactamase OXA-427	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	264	264	100.00	100.00	264	WP_096807440.1	carbapenem-hydrolyzing class D beta-lactamase OXA-427	NF038217.1	OXA-427 family carbapenem-hydrolyzing class D beta-lactamase
gb|ARX76025.1|ARO:3003128|OXA-436	blaOXA-436	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-436	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	265	265	100.00	100.00	265	WP_058842180.1	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-436	NF000387.2	OXA-48 family class D beta-lactamase
gb|ASF15667.1|ARO:3001501|OXA-252	blaOXA-252	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-252	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	265	265	100.00	100.00	265	WP_037428895.1	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-252	NF000387.2	OXA-48 family class D beta-lactamase
gb|ATL95930.1|ARO:3003616|OXA-460	blaOXA-460	OXA-61 family class D beta-lactamase OXA-460	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	253	253	100.00	100.00	253	WP_002788004.1	OXA-61 family class D beta-lactamase OXA-460	NF000435.2	OXA-61 family class D beta-lactamase
gb|BAL15076.1|ARO:3001484|OXA-206	blaOXA-206	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-206	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861592.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-206	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|BAN10684.1|ARO:3001682|OXA-254	blaOXA-254	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-254	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_033841866.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-254	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|BAO09635.1|ARO:3001557|OXA-371	blaOXA-371	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-371	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063862738.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-371	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|BAP28835.1|ARO:3003116|OXA-420	blaOXA-420	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-420	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	280	280	100.00	100.00	280	WP_063862810.1	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-420	NF000500.2	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase
gb|BAQ55594.1|ARO:3003600|OXA-444	blaOXA-444	OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-444	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	271	271	100.00	100.00	271	WP_045219469.1	OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-444	NF000395.3	OXA-60 family carbapenem-hydrolyzing class D beta-lactamase
gb|BAR45714.1|ARO:3003610|OXA-454	blaOXA-454	OXA-10 family class D beta-lactamase OXA-454	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_063864086.1	OXA-10 family class D beta-lactamase OXA-454	NF000386.2	OXA-10 family class D beta-lactamase
gb|CAA41211.1|ARO:3001400|OXA-5	blaOXA-5	oxacillin-hydrolyzing class D beta-lactamase OXA-5	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	267	267	100.00	100.00	267	WP_032488483.1	oxacillin-hydrolyzing class D beta-lactamase OXA-5	NF040527.1	OXA-5 family class D beta-lactamase
gb|CAA53242.1|ARO:3001402|OXA-7	blaOXA-7	OXA-10 family oxacillin-hydrolyzing class D beta-lactamase OXA-7	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_063864530.1	OXA-10 family oxacillin-hydrolyzing class D beta-lactamase OXA-7	NF000386.2	OXA-10 family class D beta-lactamase
gb|CAA71699.2|ARO:3001416|OXA-21	blaOXA-21	OXA-2 family oxacillin-hydrolyzing class D beta-lactamase OXA-21	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_014386432.1	OXA-2 family oxacillin-hydrolyzing class D beta-lactamase OXA-21	NF000267.2	OXA-2 family class D beta-lactamase
gb|CAA80304.1|ARO:3001406|OXA-11	blaOXA-11	OXA-10 family extended-spectrum class D beta-lactamase OXA-11	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	266	266	100.00	100.00	266	WP_063860939.1	OXA-10 family extended-spectrum class D beta-lactamase OXA-11	NF000386.2	OXA-10 family class D beta-lactamase
gb|CAB76928.1|ARO:3004837|OXA-724	blaOXA-724	OXA-12 family class D beta-lactamase AmpH/OXA-724	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	264	264	100.00	100.00	264	WP_077096319.1	OXA-12 family class D beta-lactamase AmpH/OXA-724	NF033702.0	OXA-12 family class D beta-lactamase
gb|CAC35728.1|ARO:3001424|OXA-29	blaOXA-29	oxacillin-hydrolyzing class D beta-lactamase OXA-29	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_014845076.1	oxacillin-hydrolyzing class D beta-lactamase OXA-29	NF000270.1	class D beta-lactamase
gb|CAC83905.2|ARO:3001612|OXA-51	blaOXA-51	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-51	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_002033109.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-51	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|CAD32564.1|ARO:3001769|OXA-42	blaOXA-42	oxacillin-hydrolyzing class D beta-lactamase OXA-42	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	269	269	100.00	100.00	269	WP_063862802.1	oxacillin-hydrolyzing class D beta-lactamase OXA-42	NF040531.1	OXA-42 family class D beta-lactamase
gb|CAD32565.1|ARO:3001770|OXA-43	blaOXA-43	OXA-42 family oxacillin-hydrolyzing class D beta-lactamase OXA-43	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	269	269	100.00	100.00	269	WP_063862921.1	OXA-42 family oxacillin-hydrolyzing class D beta-lactamase OXA-43	NF040531.1	OXA-42 family class D beta-lactamase
gb|CAD58780.1|ARO:3001794|OXA-45	blaOXA-45	extended-spectrum class D beta-lactamase OXA-45	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	264	264	100.00	100.00	264	WP_032490761.1	extended-spectrum class D beta-lactamase OXA-45	NF000270.1	class D beta-lactamase
gb|CAF74882.1|ARO:3001771|OXA-57	blaOXA-57	OXA-42 family oxacillin-hydrolyzing class D beta-lactamase OXA-57	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	269	269	100.00	100.00	269	WP_004547230.1	OXA-42 family oxacillin-hydrolyzing class D beta-lactamase OXA-57	NF040531.1	OXA-42 family class D beta-lactamase
gb|CAG15145.1|ARO:3001772|OXA-59	blaOXA-59	OXA-42 family oxacillin-hydrolyzing class D beta-lactamase OXA-59	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	269	269	100.00	100.00	269	WP_004524931.1	OXA-42 family oxacillin-hydrolyzing class D beta-lactamase OXA-59	NF040531.1	OXA-42 family class D beta-lactamase
gb|CAH69530.1|ARO:3001798|OXA-74	blaOXA-74	OXA-10 family class D beta-lactamase OXA-74	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_063864532.1	OXA-10 family class D beta-lactamase OXA-74	NF000386.2	OXA-10 family class D beta-lactamase
gb|CAJ77809.1|ARO:3001650|OXA-90	blaOXA-90	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-90	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_001021781.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-90	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|CAJ77817.2|ARO:3001438|OXA-100	blaOXA-100	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-100	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_001021795.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-100	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|CAK50801.1|ARO:3001646|OXA-98	blaOXA-98	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-98	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_001021777.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-98	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|CAL85435.1|ARO:3001439|OXA-101	blaOXA-101	OXA-10 family class D beta-lactamase OXA-101	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	266	266	100.00	100.00	266	WP_063860937.1	OXA-10 family class D beta-lactamase OXA-101	NF000386.2	OXA-10 family class D beta-lactamase
gb|CAM86994.1|ARO:3001617|OXA-69	blaOXA-69	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_001021779.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|CAP01453.1|ARO:3001620|OXA-75	blaOXA-75	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-75	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_001025292.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-75	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|CAP69660.1|ARO:3001811|OXA-129	blaOXA-129	OXA-5 family class D beta-lactamase OXA-129	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	267	267	100.00	100.00	267	WP_032492122.1	OXA-5 family class D beta-lactamase OXA-129	NF040527.1	OXA-5 family class D beta-lactamase
gb|CAQ51348.1|ARO:3001451|OXA-139	blaOXA-139	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-139	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	275	275	100.00	100.00	275	WP_063861040.1	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-139	NF000434.2	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase
gb|CAQ77073.1|ARO:3005321|OXA-541	blaOXA-541	OXA-2 family class D beta-lactamase OXA-541	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_071846384.1	OXA-2 family class D beta-lactamase OXA-541	NF000267.2	OXA-2 family class D beta-lactamase
