allele,gene_family,refseq_protein_accession,refseq_nucleotide_accession,genbank_protein_accession,genbank_nucleotide_accession,product_name,enhanced_subclass,fasta_header,acc
blaOXA-986,blaOXA,WP_231869611.1,WP_231869611.1,QWA20185.1,MZ265738.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-986,Carbapenemase,2165384349|WP_231869611.1|1|1|blaOXA-986|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-986,WP_231869611.1
blaOXA-987,blaOXA,WP_231869612.1,WP_231869612.1,QWA20186.1,MZ265739.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-987,Carbapenemase,2165384350|WP_231869612.1|1|1|blaOXA-987|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-987,WP_231869612.1
blaOXA-988,blaOXA,WP_231869613.1,WP_231869613.1,QWA20187.1,MZ265740.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-988,Carbapenemase,2165384351|WP_231869613.1|1|1|blaOXA-988|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-988,WP_231869613.1
blaOXA-989,blaOXA,WP_231869614.1,WP_231869614.1,QWA20188.1,MZ265741.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-989,Carbapenemase,2165384352|WP_231869614.1|1|1|blaOXA-989|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-989,WP_231869614.1
blaOXA-990,blaOXA,WP_231869615.1,WP_231869615.1,QWA20189.1,MZ265742.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-990,Carbapenemase,2165384353|WP_231869615.1|1|1|blaOXA-990|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-990,WP_231869615.1
blaOXA-992,blaOXA,WP_231869617.1,WP_231869617.1,QWA20191.1,MZ265744.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-992,Carbapenemase,2165384355|WP_231869617.1|1|1|blaOXA-992|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-992,WP_231869617.1
blaOXA-215,blaOXA,WP_063861712.1,WP_063861712.1,AEV91554.1,JN861783.1,OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-215,Carbapenemase,gb|AEV91554.1|ARO:3001714|OXA-215 [Acinetobacter haemolyticus] ,AEV91554.1
blaOXA-264,blaOXA,WP_005087154.1,WP_005087154.1,ENW20318.1,APQQ01000012.1,OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-264,Carbapenemase,gb|ENW20318.1|ARO:3001720|OXA-264 [Acinetobacter haemolyticus CIP 64.3 = MTCC 9819] ,ENW20318.1
blaOXA-575,blaOXA,WP_104009853.1,WP_104009853.1,AUS83546.1,MG821355.1,OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-575,Carbapenemase,gb|WP_104009853.1|ARO:3005796|OXA-575 [Acinetobacter haemolyticus] ,WP_104009853.1
blaOXA-845,blaOXA,WP_150823476.1,WP_150823476.1,QEJ80882.1,MN370853.1,OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-845,Carbapenemase,gb|WP_150823476.1|ARO:3006039|OXA-845 [Acinetobacter haemolyticus] ,WP_150823476.1
blaOXA-569,blaOXA,WP_102607461.1,WP_102607461.1,AUN87914.1,MG736316.1,OXA-22 family class D beta-lactamase OXA-569,Beta-lactamase (unknown spectrum),gb|WP_102607461.1|ARO:3005793|OXA-569 [Ralstonia insidiosa] ,WP_102607461.1
blaOXA-572,blaOXA,WP_102607464.1,WP_102607464.1,AUN87917.1,MG736319.1,OXA-22 family class D beta-lactamase OXA-572,Beta-lactamase (unknown spectrum),gb|WP_102607464.1|ARO:3005794|OXA-572 [Ralstonia mannitolilytica] ,WP_102607464.1
blaOXA-574,blaOXA,WP_064808581.1,WP_064808581.1,AUN87919.1,MG736321.1,OXA-22 family class D beta-lactamase OXA-574,Beta-lactamase (unknown spectrum),gb|WP_064808581.1|ARO:3005795|OXA-574 [Ralstonia insidiosa] ,WP_064808581.1
blaOXA-899,blaOXA,WP_154205474.1,WP_154205474.1,QHT72949.1,MN968729.1,OXA-22 family class D beta-lactamase OXA-899,Beta-lactamase (unknown spectrum),gb|QHT72949.1|ARO:3005093|OXA-899 [Ralstonia pickettii] ,QHT72949.1
blaOXA-1001,blaOXA,WP_042088348.1,WP_042088348.1,QWA20201.1,MZ265754.1,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-1001,Beta-lactamase (unknown spectrum),754713822|WP_042088348.1|1|1|blaOXA-1001|blaOXA-229_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-229_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1001,WP_042088348.1
blaOXA-1052,blaOXA,WP_256875607.1,WP_256875607.1,UIC40481.1,OM105665.1,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-1052,Beta-lactamase (unknown spectrum),2282573671|WP_256875607.1|1|1|blaOXA-1052|blaOXA-229_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-229_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1052,WP_256875607.1
blaOXA-228,blaOXA,WP_063861837.1,WP_063861837.1,AFM55001.1,JQ422053.1,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-228,Carbapenemase,gb|AFM55001.1|ARO:3001691|OXA-228 [Acinetobacter bereziniae] ,AFM55001.1
blaOXA-230,blaOXA,WP_063862119.1,WP_063862119.1,AFM55002.1,JQ422054.1,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-230,Carbapenemase,gb|AFM55002.1|ARO:3001693|OXA-230 [Acinetobacter bereziniae] ,AFM55002.1
blaOXA-257,blaOXA,WP_063862441.1,WP_063862441.1,AGK07370.1,KC567681.1,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-257,Carbapenemase,gb|AGK07370.1|ARO:3001694|OXA-257 [Acinetobacter bereziniae] ,AGK07370.1
blaOXA-300,blaOXA,WP_004825629.1,WP_004825629.1,ENV20093.1,APPK01000054.1,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-300,Carbapenemase,gb|ENV20093.1|ARO:3001755|OXA-300 [Acinetobacter bereziniae NIPH 3] ,ENV20093.1
blaOXA-301,blaOXA,WP_005034514.1,WP_005034514.1,ENV90372.1,APQG01000050.1,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-301,Carbapenemase,gb|ENV90372.1|ARO:3001756|OXA-301 [Acinetobacter bereziniae LMG 1003 = CIP 70.12] ,ENV90372.1
blaOXA-355,blaOXA,WP_063862726.1,WP_063862726.1,AGW83453.1,KF297584.1,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-355,Carbapenemase,gb|AGW83453.1|ARO:3001542|OXA-355 [Acinetobacter bereziniae] ,AGW83453.1
blaOXA-356,blaOXA,WP_063862727.1,WP_063862727.1,AGW83454.1,KF297585.1,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-356,Carbapenemase,gb|AGW83454.1|ARO:3001543|OXA-356 [Acinetobacter bereziniae] ,AGW83454.1
blaOXA-418,blaOXA,WP_063862796.1,WP_063862796.1,AIN56719.1,KJ997966.1,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-418,Carbapenemase,gb|AIN56719.1|ARO:3002496|OXA-418 [Acinetobacter bereziniae] ,AIN56719.1
blaOXA-895,blaOXA,WP_100886243.1,WP_100886243.1,QFU78882.1,MN580133.1,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-895,Carbapenemase,gb|WP_100886243.1|ARO:3005332|OXA-895 [Acinetobacter bereziniae] ,WP_100886243.1
blaOXA-930,blaOXA,WP_151781119.1,WP_151781119.1,QNS30065.1,MT968429.1,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-930,Carbapenemase,gb|WP_151781119.1|ARO:3005331|OXA-930 [Acinetobacter bereziniae] ,WP_151781119.1
blaOXA-931,blaOXA,WP_190259776.1,WP_190259776.1,QNS30066.1,MT968430.1,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-931,Carbapenemase,gb|WP_190259776.1|ARO:3005330|OXA-931 [Acinetobacter bereziniae] ,WP_190259776.1
blaOXA-952,blaOXA,WP_213994598.1,WP_213994598.1,QTG68655.1,MW805229.1,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-952,Carbapenemase,2045802575|WP_213994598.1|1|1|blaOXA-952|blaOXA-229_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-229_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-952,WP_213994598.1
blaOXA-953,blaOXA,WP_049044515.1,WP_049044515.1,QTG68656.1,MW805235.1,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-953,Carbapenemase,895964567|WP_049044515.1|1|1|blaOXA-953|blaOXA-229_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-229_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-953,WP_049044515.1
blaOXA-983,blaOXA,WP_231869608.1,WP_231869608.1,QWA20182.1,MZ265735.1,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-983,Carbapenemase,2165384346|WP_231869608.1|1|1|blaOXA-983|blaOXA-229_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-229_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-983,WP_231869608.1
blaOXA-103,blaOXA,WP_005025422.1,WP_005025422.1,ENV88740.1,APQF01000011.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-103,Carbapenemase,gb|ENV88740.1|ARO:3001707|OXA-103 [Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788] ,ENV88740.1
blaOXA-1095,blaOXA,WP_242934109.1,WP_242934109.1,UNN26050.1,OM933714.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-1095,Carbapenemase,2214661670|WP_242934109.1|1|1|blaOXA-1095|blaOXA-23_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-23_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1095,WP_242934109.1
blaOXA-133,blaOXA,WP_063861038.1,WP_063861038.1,ACE63186.1,EU571228.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-133,Carbapenemase,gb|ACE63186.1|ARO:3001702|OXA-133 [Acinetobacter radioresistens] ,ACE63186.1
blaOXA-146,blaOXA,WP_063861044.1,WP_063861044.1,ACI28281.1,FJ194494.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-146,Carbapenemase,gb|ACI28281.1|ARO:3001779|OXA-146 [Acinetobacter baumannii] ,ACI28281.1
blaOXA-165,blaOXA,WP_063861123.1,WP_063861123.1,ADK35869.1,HM488986.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-165,Carbapenemase,gb|ADK35869.1|ARO:3001465|OXA-165 [Acinetobacter baumannii] ,ADK35869.1
blaOXA-166,blaOXA,WP_063861129.1,WP_063861129.1,ADK35870.1,HM488987.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-166,Carbapenemase,gb|ADK35870.1|ARO:3001466|OXA-166 [Acinetobacter baumannii] ,ADK35870.1
blaOXA-167,blaOXA,WP_063861133.1,WP_063861133.1,ADK35871.1,HM488988.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-167,Carbapenemase,gb|ADK35871.1|ARO:3001467|OXA-167 [Acinetobacter baumannii] ,ADK35871.1
blaOXA-168,blaOXA,WP_063861136.1,WP_063861136.1,ADK35872.1,HM488989.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-168,Carbapenemase,gb|ADK35872.1|ARO:3001468|OXA-168 [Acinetobacter baumannii] ,ADK35872.1
blaOXA-169,blaOXA,WP_063861140.1,WP_063861140.1,ADK35873.1,HM488990.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-169,Carbapenemase,gb|ADK35873.1|ARO:3001469|OXA-169 [Acinetobacter baumannii] ,ADK35873.1
blaOXA-170,blaOXA,WP_063861151.1,WP_063861151.1,ADK35874.1,HM488991.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-170,Carbapenemase,gb|ADK35874.1|ARO:3001470|OXA-170 [Acinetobacter baumannii] ,ADK35874.1
blaOXA-171,blaOXA,WP_063861157.1,WP_063861157.1,ADK35875.1,HM488992.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-171,Carbapenemase,gb|ADK35875.1|ARO:3001471|OXA-171 [Acinetobacter baumannii] ,ADK35875.1
blaOXA-225,blaOXA,WP_063861820.1,WP_063861820.1,AEP43731.1,JN638887.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-225,Carbapenemase,gb|AEP43731.1|ARO:3001493|OXA-225 [Acinetobacter baumannii] ,AEP43731.1
blaOXA-239,blaOXA,WP_063862190.1,WP_063862190.1,AFN65709.1,JQ837239.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-239,Carbapenemase,gb|AFN65709.1|ARO:3001498|OXA-239 [Acinetobacter sp. enrichment culture clone 8407] ,AFN65709.1
blaOXA-27,blaOXA,WP_063862443.1,WP_063862443.1,AAG35609.2,AF201828.2,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-27,Carbapenemase,gb|AAG35609.2|ARO:3001422|OXA-27 [Acinetobacter baumannii] ,AAG35609.2
blaOXA-366,blaOXA,WP_063862736.1,WP_063862736.1,AJO16038.1,KP050485.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-366,Carbapenemase,gb|AJO16038.1|ARO:3001553|OXA-366 [Acinetobacter baumannii] ,AJO16038.1
blaOXA-398,blaOXA,WP_063862757.1,WP_063862757.1,AIT76095.1,KM087842.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-398,Carbapenemase,gb|AIT76095.1|ARO:3001584|OXA-398 [Acinetobacter baumannii] ,AIT76095.1
blaOXA-422,blaOXA,WP_063862828.1,WP_063862828.1,AIY30331.1,KM433671.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-422,Carbapenemase,gb|AIY30331.1|ARO:3003160|OXA-422 [Acinetobacter baumannii] ,AIY30331.1
blaOXA-423,blaOXA,WP_063862833.1,WP_063862833.1,AIY30332.1,KM433672.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-423,Carbapenemase,gb|AIY30332.1|ARO:3003161|OXA-423 [Acinetobacter baumannii] ,AIY30332.1
blaOXA-435,blaOXA,WP_063864078.1,WP_063864078.1,AJT57878.1,KP144324.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-435,Carbapenemase,gb|AJT57878.1|ARO:3003162|OXA-435 [Acinetobacter baumannii] ,AJT57878.1
blaOXA-440,blaOXA,WP_063864082.1,WP_063864082.1,AKR53962.1,KP727574.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-440,Carbapenemase,gb|AKR53962.1|ARO:3003596|OXA-440 [Acinetobacter baumannii] ,AKR53962.1
blaOXA-482,blaOXA,WP_063864108.1,WP_063864108.1,AKF41839.1,KP264124.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-482,Carbapenemase,gb|AKF41839.1|ARO:3003639|OXA-482 [Acinetobacter baumannii] ,AKF41839.1
blaOXA-483,blaOXA,WP_063864109.1,WP_063864109.1,AKF41840.1,KP264125.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-483,Carbapenemase,gb|AKF41840.1|ARO:3003640|OXA-483 [Acinetobacter baumannii] ,AKF41840.1
blaOXA-49,blaOXA,WP_063864111.1,WP_063864111.1,AAP40270.1,AY288523.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-49,Carbapenemase,gb|AAP40270.1|ARO:3001671|OXA-49 [Acinetobacter baumannii] ,AAP40270.1
blaOXA-565,blaOXA,WP_085562421.1,WP_085562421.1,ARF19529.1,KY883665.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-565,Carbapenemase,gb|WP_085562421.1|ARO:3005789|OXA-565 [Acinetobacter baumannii] ,WP_085562421.1
blaOXA-657,blaOXA,WP_111672907.1,WP_111672907.1,AWU66457.1,MH450209.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-657,Carbapenemase,gb|WP_111672907.1|ARO:3005872|OXA-657 [Acinetobacter baumannii] ,WP_111672907.1
blaOXA-73,blaOXA,WP_063864531.1,WP_063864531.1,AAW22056.1,AY762325.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-73,Carbapenemase,gb|AAW22056.1|ARO:3001785|OXA-73 [Klebsiella pneumoniae] ,AAW22056.1
blaOXA-806,blaOXA,WP_136512097.1,WP_136512097.1,QBQ03031.1,MK645918.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-806,Carbapenemase,gb|WP_136512097.1|ARO:3006006|OXA-806 [Acinetobacter radioresistens] ,WP_136512097.1
blaOXA-807,blaOXA,WP_136512098.1,WP_136512098.1,QBQ03032.1,MK645919.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-807,Carbapenemase,gb|WP_136512098.1|ARO:3006007|OXA-807 [Acinetobacter radioresistens] ,WP_136512098.1
blaOXA-808,blaOXA,WP_136512099.1,WP_136512099.1,QBQ03033.1,MK645920.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-808,Carbapenemase,gb|WP_136512099.1|ARO:3006008|OXA-808 [Acinetobacter radioresistens] ,WP_136512099.1
blaOXA-809,blaOXA,WP_136512100.1,WP_136512100.1,QBQ03034.1,MK645921.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-809,Carbapenemase,gb|WP_136512100.1|ARO:3006009|OXA-809 [Acinetobacter radioresistens] ,WP_136512100.1
blaOXA-810,blaOXA,WP_136512101.1,WP_136512101.1,QBQ03035.1,MK645922.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-810,Carbapenemase,gb|WP_136512101.1|ARO:3006010|OXA-810 [Acinetobacter radioresistens] ,WP_136512101.1
blaOXA-811,blaOXA,WP_136512102.1,WP_136512102.1,QBQ03036.1,MK645923.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-811,Carbapenemase,gb|WP_136512102.1|ARO:3006011|OXA-811 [Acinetobacter radioresistens] ,WP_136512102.1
blaOXA-812,blaOXA,WP_034688190.1,WP_034688190.1,QBQ03037.1,MK645924.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-812,Carbapenemase,gb|QBQ03037.1|ARO:3005160|OXA-812 [Acinetobacter radioresistens] ,QBQ03037.1
blaOXA-813,blaOXA,WP_005404206.1,WP_005404206.1,ACI26264.1,FJ195387.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-813,Carbapenemase,gb|WP_005404206.1|ARO:3006012|OXA-813 [Acinetobacter] ,WP_005404206.1
blaOXA-814,blaOXA,WP_005405613.1,WP_005405613.1,QBQ03039.1,MK645926.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-814,Carbapenemase,gb|WP_005405613.1|ARO:3006013|OXA-814 [Acinetobacter radioresistens] ,WP_005405613.1
blaOXA-815,blaOXA,WP_111280830.1,WP_111280830.1,QBQ03040.1,MK645927.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-815,Carbapenemase,gb|WP_111280830.1|ARO:3006014|OXA-815 [Acinetobacter radioresistens] ,WP_111280830.1
blaOXA-816,blaOXA,WP_026444036.1,WP_026444036.1,QBQ03041.1,MK645928.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-816,Carbapenemase,gb|WP_026444036.1|ARO:3006015|OXA-816 [Acinetobacter] ,WP_026444036.1
blaOXA-817,blaOXA,WP_075040046.1,WP_075040046.1,QBQ03042.1,MK645929.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-817,Carbapenemase,gb|WP_075040046.1|ARO:3006016|OXA-817 [Acinetobacter radioresistens] ,WP_075040046.1
blaOXA-818,blaOXA,WP_034670108.1,WP_034670108.1,QBQ03043.1,MK645930.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-818,Carbapenemase,gb|QBQ03043.1|ARO:3005159|OXA-818 [Acinetobacter radioresistens] ,QBQ03043.1
blaOXA-893,blaOXA,WP_194293137.1,WP_194293137.1,QFC98035.1,MN514428.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-893,Carbapenemase,gb|WP_194293137.1|ARO:3006085|OXA-893 [Acinetobacter baumannii] ,WP_194293137.1
blaOXA-911,blaOXA,WP_168247884.1,WP_168247884.1,QIM14678.1,MT135153.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-911,Carbapenemase,gb|WP_168247884.1|ARO:3006098|OXA-911 [Acinetobacter baumannii] ,WP_168247884.1
blaOXA-967,blaOXA,WP_231869594.1,WP_231869594.1,QWA20166.1,MZ265719.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-967,Carbapenemase,2165384332|WP_231869594.1|1|1|blaOXA-967|blaOXA-23_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-23_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-967,WP_231869594.1
blaOXA-968,blaOXA,WP_231869595.1,WP_231869595.1,QWA20167.1,MZ265720.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-968,Carbapenemase,2165384333|WP_231869595.1|1|1|blaOXA-968|blaOXA-23_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-23_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-968,WP_231869595.1
blaOXA-969,blaOXA,WP_231869596.1,WP_231869596.1,QWA20168.1,MZ265721.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-969,Carbapenemase,2165384334|WP_231869596.1|1|1|blaOXA-969|blaOXA-23_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-23_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-969,WP_231869596.1
blaOXA-1040,blaOXA,WP_231869647.1,WP_231869647.1,UBS26085.1,OK271078.1,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-1040,Carbapenemase,2165384385|WP_231869647.1|1|1|blaOXA-1040|blaOXA-24_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-24_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1040,WP_231869647.1
blaOXA-1081,blaOXA,WP_242934101.1,WP_242934101.1,ULU82656.1,OM638107.1,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-1081,Carbapenemase,2214661662|WP_242934101.1|1|1|blaOXA-1081|blaOXA-24_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-24_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1081,WP_242934101.1
blaOXA-139,blaOXA,WP_063861040.1,WP_063861040.1,CAQ51348.1,AM991978.1,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-139,Carbapenemase,gb|CAQ51348.1|ARO:3001451|OXA-139 [Acinetobacter baumannii] ,CAQ51348.1
blaOXA-160,blaOXA,WP_063861093.1,WP_063861093.1,ADB28891.1,GU199038.2,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-160,Carbapenemase,gb|ADB28891.1|ARO:3001663|OXA-160 [Acinetobacter baumannii] ,ADB28891.1
blaOXA-207,blaOXA,WP_057689930.1,WP_057689930.1,AFK28473.1,JQ838185.1,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-207,Carbapenemase,gb|AFK28473.1|ARO:3001485|OXA-207 [Acinetobacter pittii] ,AFK28473.1
blaOXA-24,blaOXA,WP_012754353.1,WP_012754353.1,AAM34291.1,AF509241.1,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-24,Carbapenemase,gb|AAM34291.1|ARO:3001419|OXA-24 [Acinetobacter baumannii] ,AAM34291.1
blaOXA-25,blaOXA,WP_063862416.1,WP_063862416.1,AAG35607.1,AF201826.1,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-25,Carbapenemase,gb|AAG35607.1|ARO:3001420|OXA-25 [Acinetobacter baumannii] ,AAG35607.1
blaOXA-26,blaOXA,WP_063862442.1,WP_063862442.1,AAG35608.1,AF201827.1,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-26,Carbapenemase,gb|AAG35608.1|ARO:3001421|OXA-26 [Acinetobacter baumannii] ,AAG35608.1
blaOXA-437,blaOXA,WP_063864079.1,WP_063864079.1,AKL59536.1,KP410856.1,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-437,Carbapenemase,gb|AKL59536.1|ARO:3003593|OXA-437 [Acinetobacter baumannii] ,AKL59536.1
blaOXA-653,blaOXA,WP_087554513.1,WP_087554513.1,AWK58761.1,MH337637.1,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-653,Carbapenemase,gb|WP_087554513.1|ARO:3005342|OXA-653 [Acinetobacter] ,WP_087554513.1
blaOXA-72,blaOXA,WP_000713530.1,WP_000713530.1,ADB28892.1,GU199039.2,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-72,Carbapenemase,gb|ADB28892.1|ARO:3001705|OXA-72 [Acinetobacter baumannii] ,ADB28892.1
blaOXA-897,blaOXA,WP_164461290.1,WP_164461290.1,QHI08147.1,MN920418.1,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-897,Carbapenemase,gb|WP_164461290.1|ARO:3005341|OXA-897 [Acinetobacter baumannii] ,WP_164461290.1
blaOXA-661,blaOXA,WP_114699273.1,WP_114699273.1,AXC08553.1,MH549401.1,OXA-266 family class D beta-lactamase OXA-661,Beta-lactamase (unknown spectrum),gb|WP_114699273.1|ARO:3005876|OXA-661 [Acinetobacter venetianus] ,WP_114699273.1
blaOXA-275,blaOXA,WP_004816501.1,WP_004816501.1,ENV18923.1,APPJ01000001.1,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-275,Beta-lactamase (unknown spectrum),gb|ENV18923.1|ARO:3001731|OXA-275 [Acinetobacter guillouiae NIPH 991] ,ENV18923.1
blaOXA-667,blaOXA,WP_096735335.1,WP_096735335.1,BAP39082.1,AP014630.1,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-667,Beta-lactamase (unknown spectrum),gb|WP_096735335.1|ARO:3005879|OXA-667 [Acinetobacter guillouiae] ,WP_096735335.1
blaOXA-668,blaOXA,WP_034612711.1,WP_034612711.1,KEC85091.1,JICM01000013.1,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-668,Beta-lactamase (unknown spectrum),gb|KEC85091.1|ARO:3005158|OXA-668 [Acinetobacter sp. ETR1] ,KEC85091.1
