ID,Combined_AMR,RGI,AMRFinder,ncbi,subfamily,family,family__color,ncbi_family,card_family,Combined_drug_class,ncbi_drug_class,RGI_drug_class,AMRFinder_drug_class
AIT76095.1,OXA-398,OXA-398,,,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,#cc00cc,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AIY30331.1,OXA-422,OXA-422,,,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,#cc00cc,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AIY30332.1,OXA-423,OXA-423,,,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,#cc00cc,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AJT57878.1,OXA-435,OXA-435,,,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,#cc00cc,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AKR53962.1,OXA-440,OXA-440,,,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,#cc00cc,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AKF41839.1,OXA-482,OXA-482,,,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,#cc00cc,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AKF41840.1,OXA-483,OXA-483,,,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,#cc00cc,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AAW22056.1,OXA-73,OXA-73,,,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,#cc00cc,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
QBQ03037.1,OXA-812,OXA-812,,,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,#cc00cc,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
QBQ03043.1,OXA-818,OXA-818,,,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,#cc00cc,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
WP_242934109.1,OXA-1095,,,blaOXA-1095,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-1095,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase,Carbapenemase,,
WP_085562421.1,OXA-565,OXA-565,OXA-565,blaOXA-565,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-565,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_111672907.1,OXA-657,OXA-657,OXA-657,blaOXA-657,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-657,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_136512097.1,OXA-806,OXA-806,OXA-806,blaOXA-806,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-806,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_136512098.1,OXA-807,OXA-807,OXA-807,blaOXA-807,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-807,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_136512099.1,OXA-808,OXA-808,OXA-808,blaOXA-808,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-808,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_136512100.1,OXA-809,OXA-809,OXA-809,blaOXA-809,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-809,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_136512101.1,OXA-810,OXA-810,OXA-810,blaOXA-810,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-810,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_136512102.1,OXA-811,OXA-811,OXA-811,blaOXA-811,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-811,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_005404206.1,OXA-813,OXA-813,OXA-813,blaOXA-813,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-813,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_005405613.1,OXA-814,OXA-814,OXA-814,blaOXA-814,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-814,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_111280830.1,OXA-815,OXA-815,OXA-815,blaOXA-815,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-815,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_026444036.1,OXA-816,OXA-816,OXA-816,blaOXA-816,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-816,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_075040046.1,OXA-817,OXA-817,OXA-817,blaOXA-817,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-817,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_194293137.1,OXA-893,OXA-893,OXA-893,blaOXA-893,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-893,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_168247884.1,OXA-911,OXA-911,OXA-911,blaOXA-911,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-911,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_231869594.1,OXA-967,,,blaOXA-967,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-967,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase,Carbapenemase,,
WP_231869595.1,OXA-968,,,blaOXA-968,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-968,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase,Carbapenemase,,
WP_231869596.1,OXA-969,,,blaOXA-969,Carbapenemase,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-969,#cc00cc,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase,Carbapenemase,,
CAQ51348.1,OXA-139,OXA-139,,,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,#ff99ff,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ADB28891.1,OXA-160,OXA-160,,,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,#ff99ff,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AFK28473.1,OXA-207,OXA-207,,,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,#ff99ff,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AAM34291.1,OXA-24,OXA-24,,,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,#ff99ff,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/monobactam/penam,,carbapenem/cephalosporin/monobactam/penam,
AAG35607.1,OXA-25,OXA-25,,,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,#ff99ff,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AAG35608.1,OXA-26,OXA-26,,,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,#ff99ff,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AKL59536.1,OXA-437,OXA-437,,,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,#ff99ff,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ADB28892.1,OXA-72,OXA-72,,,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,#ff99ff,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
WP_231869647.1,OXA-1040,,,blaOXA-1040,Carbapenemase,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-1040,#ff99ff,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase,Carbapenemase,,
WP_242934101.1,OXA-1081,,,blaOXA-1081,Carbapenemase,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-1081,#ff99ff,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase,Carbapenemase,,
WP_087554513.1,OXA-653,OXA-653,OXA-653,blaOXA-653,Carbapenemase,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-653,#ff99ff,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_164461290.1,OXA-897,OXA-897,OXA-897,blaOXA-897,Carbapenemase,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-897,#ff99ff,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_114699273.1,OXA-661,OXA-661,OXA-661,blaOXA-661,Beta-lactamase (unknown spectrum),OXA-266 family class D beta-lactamase OXA-661,#ffffff,OXA-266 family class D beta-lactamase,OXA-266 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
ENV18923.1,OXA-275,OXA-275,,,,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase,#e6e600,,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
KEC85091.1,OXA-668,OXA-668,,,,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase,#e6e600,,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
WP_096735335.1,OXA-667,OXA-667,OXA-667,blaOXA-667,Beta-lactamase (unknown spectrum),OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-667,#e6e600,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,carbapenem
WP_056517622.1,OXA-669,OXA-669,OXA-669,blaOXA-669,Beta-lactamase (unknown spectrum),OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-669,#e6e600,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,carbapenem
WP_256875622.1,OXA-944,,,blaOXA-944,Carbapenemase,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-944,#e6e600,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase,Carbapenemase,,
ENU21708.1,OXA-286,OXA-286,,,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,#ffff99,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ENX60508.1,OXA-288,OXA-288,,,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,#ffff99,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ENW94121.1,OXA-291,OXA-291,,,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,#ffff99,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ENX53612.1,OXA-292,OXA-292,,,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,#ffff99,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ENX18112.1,OXA-302,OXA-302,,,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,#ffff99,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ENX56371.1,OXA-303,OXA-303,,,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,#ffff99,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ENX38336.1,OXA-306,OXA-306,,,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,#ffff99,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
WP_032865068.1,OXA-287,OXA-287,OXA-287,blaOXA-287,Beta-lactamase (unknown spectrum),OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-287,#ffff99,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,carbapenem
WP_032877719.1,OXA-293,OXA-293,OXA-293,blaOXA-293,Beta-lactamase (unknown spectrum),OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-293,#ffff99,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,carbapenem
WP_032879257.1,OXA-307,OXA-307,OXA-307,blaOXA-307,Beta-lactamase (unknown spectrum),OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-307,#ffff99,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,carbapenem
WP_016651348.1,OXA-670,OXA-670,OXA-670,blaOXA-670,Beta-lactamase (unknown spectrum),OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-670,#ffff99,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,carbapenem
WP_081401608.1,OXA-671,OXA-671,OXA-671,blaOXA-671,Beta-lactamase (unknown spectrum),OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-671,#ffff99,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,carbapenem
WP_023271137.1,OXA-672,OXA-672,OXA-672,blaOXA-672,Beta-lactamase (unknown spectrum),OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-672,#ffff99,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,carbapenem
WP_016162389.1,OXA-673,OXA-673,OXA-673,blaOXA-673,Beta-lactamase (unknown spectrum),OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-673,#ffff99,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,carbapenem
WP_081406929.1,OXA-674,OXA-674,OXA-674,blaOXA-674,Beta-lactamase (unknown spectrum),OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-674,#ffff99,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,carbapenem
ENX19403.1,OXA-295,OXA-295,,,,OXA-294 family class D beta-lactamase,#ff4000,,OXA-294 family class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ENX09209.1,OXA-297,OXA-297,,,,OXA-294 family class D beta-lactamase,#ff4000,,OXA-294 family class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ENX40034.1,OXA-298,OXA-298,,,,OXA-294 family class D beta-lactamase,#ff4000,,OXA-294 family class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
WP_231869628.1,OXA-1004,,,blaOXA-1004,Beta-lactamase (unknown spectrum),OXA-294 family class D beta-lactamase OXA-1004,#ff4000,OXA-294 family class D beta-lactamase,#N/A,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),,
WP_231869607.1,OXA-982,,,blaOXA-982,Beta-lactamase (unknown spectrum),OXA-294 family class D beta-lactamase OXA-982,#ff4000,OXA-294 family class D beta-lactamase,#N/A,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),,
WP_231869609.1,OXA-984,,,blaOXA-984,Beta-lactamase (unknown spectrum),OXA-294 family class D beta-lactamase OXA-984,#ff4000,OXA-294 family class D beta-lactamase,#N/A,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),,
WP_231869618.1,OXA-993,,,blaOXA-993,Beta-lactamase (unknown spectrum),OXA-294 family class D beta-lactamase OXA-993,#ff4000,OXA-294 family class D beta-lactamase,#N/A,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),,
WP_231869619.1,OXA-994,,,blaOXA-994,Beta-lactamase (unknown spectrum),OXA-294 family class D beta-lactamase OXA-994,#ff4000,OXA-294 family class D beta-lactamase,#N/A,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),,
WP_231869620.1,OXA-995,,,blaOXA-995,Beta-lactamase (unknown spectrum),OXA-294 family class D beta-lactamase OXA-995,#ff4000,OXA-294 family class D beta-lactamase,#N/A,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),,
WP_231869621.1,OXA-996,,,blaOXA-996,Beta-lactamase (unknown spectrum),OXA-294 family class D beta-lactamase OXA-996,#ff4000,OXA-294 family class D beta-lactamase,#N/A,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),,
WP_231869622.1,OXA-997,,,blaOXA-997,Beta-lactamase (unknown spectrum),OXA-294 family class D beta-lactamase OXA-997,#ff4000,OXA-294 family class D beta-lactamase,#N/A,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),,
